objectid,c_mun_via,via_loc,nombre_calle,nombre_municipio
10727,4400800020,Calle Tremedal   (Albalate del Arzobispo),Calle Tremedal,Albalate del Arzobispo
10747,4401300059,Avenida Maestrazgo   (Alcañiz),Avenida Maestrazgo,Alcañiz
10748,4401300060,Avenida Aragón   (Alcañiz),Avenida Aragón,Alcañiz
10754,4401300067,Calle Monjas   (Alcañiz),Calle Monjas,Alcañiz
11016,2290100118,Calle Félix Lafuente   (Huesca),Calle Félix Lafuente,Huesca
11018,2290100120,Cuesta Lastanosa   (Huesca),Cuesta Lastanosa,Huesca
11019,2290100121,Plaza Latre   (Huesca),Plaza Latre,Huesca
11021,2290100123,Plaza Lizana   (Huesca),Plaza Lizana,Huesca
11023,2290100125,Calle Loreto   (Huesca),Calle Loreto,Huesca
11025,2290100127,Camino Lunes y Martes   (Huesca),Camino Lunes y Martes,Huesca
11029,2290100131,Calle Martínez Zacarías   (Huesca),Calle Martínez Zacarías,Huesca
11030,2290100132,Calle Mártires   (Huesca),Calle Mártires,Huesca
10273,4400400017,Calle Trascasa   (Aguaviva),Calle Trascasa,Aguaviva
10275,4400400019,Plaza Los Llanos   (Aguaviva),Plaza Los Llanos,Aguaviva
10276,4401720868,Carretera S/N   (Aldehuela),Carretera S/N,Aldehuela
10280,4401800005,Calle La Fuente   (Almohaja),Calle La Fuente,Almohaja
10284,4401900002,Calle Cerrito   (Alobras),Calle Cerrito,Alobras
10286,4401900004,Calle Horno   (Alobras),Calle Horno,Alobras
10290,4401900008,Calle La Piedra   (Alobras),Calle La Piedra,Alobras
10295,2232100061,Calle Alabarderos   (Torla),Calle Alabarderos,Torla
10296,2232120013,Plaza ARAGON   (Torla),Plaza ARAGON,Torla
10515,4400522104,Carretera A-228   (Aguilar del Alfambra),Carretera A-228,Aguilar del Alfambra
10517,4400600000,-    (Alacón),-,Alacón
10523,4400600028,Calle Cabezo Grillos   (Alacón),Calle Cabezo Grillos,Alacón
13325,4403700021,Ronda    (Beceite),Ronda,Beceite
13327,4403700023,Plaza Calvario   (Beceite),Plaza Calvario,Beceite
13329,4403700025,Calle Pantano Pena   (Beceite),Calle Pantano Pena,Beceite
13331,4403700027,Calle La Paz   (Beceite),Calle La Paz,Beceite
13299,4410400084,Calle La Huerta   (Escucha),Calle La Huerta,Escucha
13334,4403700032,Calle Calvario   (Beceite),Calle Calvario,Beceite
13561,4403822431,Carretera A-1409   (Belmonte de San José),Carretera A-1409,Belmonte de San José
13571,4403900009,Calle Costeron   (Bello),Calle Costeron,Bello
13572,4403900010,Calle Coso   (Bello),Calle Coso,Bello
13573,4403900011,Calle Fuente   (Bello),Calle Fuente,Bello
13574,4403900012,Calle Garcilaso   (Bello),Calle Garcilaso,Bello
13575,4403900013,Calle Gravina   (Bello),Calle Gravina,Bello
13577,4403900017,Calle Mediodia   (Bello),Calle Mediodia,Bello
13578,4403900019,Calle Molino   (Bello),Calle Molino,Bello
13581,4403900023,Calle Palafox   (Bello),Calle Palafox,Bello
13584,4403900026,Plaza Pio V   (Bello),Plaza Pio V,Bello
13560,4403820400,Carretera A-2409   (Belmonte de San José),Carretera A-2409,Belmonte de San José
13850,4405200001,Plaza Ayuntamiento   (Calomarde),Plaza Ayuntamiento,Calomarde
13851,4405200002,Calle Abajo   (Calomarde),Calle Abajo,Calomarde
13852,4405200003,Calle San Gil   (Calomarde),Calle San Gil,Calomarde
13853,4405200004,Calle Tienda San Gil   (Calomarde),Calle Tienda San Gil,Calomarde
13854,4405200005,Calle San Antón   (Calomarde),Calle San Antón,Calomarde
13855,4405200006,Calle Iglesia   (Calomarde),Calle Iglesia,Calomarde
13856,4405200007,Calle Horno   (Calomarde),Calle Horno,Calomarde
13857,4405200008,Calle Herrería   (Calomarde),Calle Herrería,Calomarde
13860,4405200011,Calle Tiro la Barra   (Calomarde),Calle Tiro la Barra,Calomarde
13862,4405200013,Calle Molino Abajo   (Calomarde),Calle Molino Abajo,Calomarde
13863,4405200014,Diseminados    (Calomarde),Diseminados,Calomarde
13827,4404100006,Calle Hortal   (Bezas),Calle Hortal,Bezas
13321,4403700017,Calle Aragón   (Beceite),Calle Aragón,Beceite
13323,4403700019,Calle Diputación   (Beceite),Calle Diputación,Beceite
13947,4410500005,Calle Cantón Jaraiz   (Estercuel),Calle Cantón Jaraiz,Estercuel
13950,4410500011,Calle Dos Ramos   (Estercuel),Calle Dos Ramos,Estercuel
12437,4410721960,Carretera A-2514   (Fonfría),Carretera A-2514,Fonfría
13951,4410500012,Plaza Fuente   (Estercuel),Plaza Fuente,Estercuel
13952,4410500013,Calle Hiladores   (Estercuel),Calle Hiladores,Estercuel
13954,4410500015,Calle Iglesia   (Estercuel),Calle Iglesia,Estercuel
13955,4410500016,Plaza Iglesia   (Estercuel),Plaza Iglesia,Estercuel
13957,4410500018,Calle Mayor Alta   (Estercuel),Calle Mayor Alta,Estercuel
13959,4410500021,Calle Portillo   (Estercuel),Calle Portillo,Estercuel
13960,4410500023,Calle Umbría   (Estercuel),Calle Umbría,Estercuel
13962,4410500025,Calle Viña Señor Baja   (Estercuel),Calle Viña Señor Baja,Estercuel
13433,4407500008,Calle Horno   (Celadas),Calle Horno,Celadas
13673,4405100283,Terrenos Pgn Ventolera   (Calanda),Terrenos Pgn Ventolera,Calanda
13674,4405100284,Terrenos Pgn Calabazar   (Calanda),Terrenos Pgn Calabazar,Calanda
13685,4407600023,Plaza del Castillo   (Cella),Plaza del Castillo,Cella
13692,4407600030,Calle Cura Zarzoso   (Cella),Calle Cura Zarzoso,Cella
13694,4407600033,Calle Etor Villanueva   (Cella),Calle Etor Villanueva,Cella
13699,4407600038,Calle de la Iglesia   (Cella),Calle de la Iglesia,Cella
11126,2234400025,Callejón Polaco   (Villanúa),Callejón Polaco,Villanúa
13934,4407600138,Terrenos Polígono 9   (Cañamera),Terrenos Polígono 9,Cañamera
13946,4410500003,Calle Cantón Boltaira   (Estercuel),Calle Cantón Boltaira,Estercuel
13966,4410500033,Calle Iglesia   (Estercuel),Calle Iglesia,Estercuel
13968,4410500035,Calle Umbría   (Estercuel),Calle Umbría,Estercuel
13970,4410500037,Calle Viña del Señor   (Estercuel),Calle Viña del Señor,Estercuel
13171,4403500004,Calle Eras   (Barrachina),Calle Eras,Barrachina
13437,4407500012,Calle Parral   (Celadas),Calle Parral,Celadas
13439,4407500014,Calle Rambla   (Celadas),Calle Rambla,Celadas
13441,4407500016,Calle Tras las Torres   (Celadas),Calle Tras las Torres,Celadas
13443,4407500018,Plaza San Benon   (Celadas),Plaza San Benon,Celadas
13418,4405100098,Calle Joaquín Costa   (Calanda),Calle Joaquín Costa,Calanda
13424,4405100114,Calle D Luis González   (Calanda),Calle D Luis González,Calanda
13429,4407500003,Calle Palomar   (Celadas),Calle Palomar,Celadas
13709,4407600048,Calle Pequeña   (Cella),Calle Pequeña,Cella
13710,4407600049,Carretera Circunvalación   (Cella),Carretera Circunvalación,Cella
13711,4407600050,Calle Portal Gea   (Cella),Calle Portal Gea,Cella
11123,2234400020,Camino Eras Bajas   (Villanúa),Camino Eras Bajas,Villanúa
10680,2290100036,Calle Manuel Bescos   (Apiés),Calle Manuel Bescos,Apiés
10648,2290100002,Ronda Agustinos   (Huesca),Ronda Agustinos,Huesca
10651,2290100005,Calle Alcampel   (Huesca),Calle Alcampel,Huesca
10936,4400900031,Diseminados Cañigral   (Albarracín),Diseminados Cañigral,Albarracín
10906,4400800029,Calle Roma   (Albalate del Arzobispo),Calle Roma,Albalate del Arzobispo
10908,4400800032,Calle San Bartolomé   (Albalate del Arzobispo),Calle San Bartolomé,Albalate del Arzobispo
10914,4400800038,Calle Fila   (Albalate del Arzobispo),Calle Fila,Albalate del Arzobispo
10916,4400800041,Calle Muro   (Albalate del Arzobispo),Calle Muro,Albalate del Arzobispo
10676,2290100032,Calle Ballobar   (Huesca),Calle Ballobar,Huesca
11106,4401700009,Calle Hospital   (Aliaga),Calle Hospital,Aliaga
11115,4401700018,Calle Sol   (Aliaga),Calle Sol,Aliaga
11119,4401700023,Calle Castellón   (Santa Bárbara),Calle Castellón,Santa Bárbara
11132,2234400034,Plaza Iglesia   (Villanúa),Plaza Iglesia,Villanúa
11133,2234400035,Urbanización Parque Abadía   (Villanúa),Urbanización Parque Abadía,Villanúa
11136,2234400038,Calle Guerrilla   (Villanúa),Calle Guerrilla,Villanúa
10430,4401400001,Calle Alfarerías   (Alcorisa),Calle Alfarerías,Alcorisa
10434,4401400005,Calle Buenos Aires   (Alcorisa),Calle Buenos Aires,Alcorisa
10435,4401400006,Calle Carricalta   (Alcorisa),Calle Carricalta,Alcorisa
10438,4401400009,Calle Conrado   (Alcorisa),Calle Conrado,Alcorisa
10440,4401400012,Calle Cura Aguilar   (Alcorisa),Calle Cura Aguilar,Alcorisa
10414,4401300358,Calle Vicente Aleixandre   (Alcañiz),Calle Vicente Aleixandre,Alcañiz
10446,2232500009,Calle Horno   (Torrente de Cinca),Calle Horno,Torrente de Cinca
10656,2290100010,Plaza Alfonso I El Batallador   (Huesca),Plaza Alfonso I El Batallador,Huesca
10658,2290100012,Calle Algascar   (Huesca),Calle Algascar,Huesca
10668,2290100023,Calle Arnedo   (Huesca),Calle Arnedo,Huesca
10672,2290100027,Travesía Azlor   (Huesca),Travesía Azlor,Huesca
14370,4405600090,Calle Ibiza   (Caminreal),Calle Ibiza,Caminreal
10678,2290100034,Calle Benabarre   (Huesca),Calle Benabarre,Huesca
11033,2290100135,Plaza Mesnaderos   (Huesca),Plaza Mesnaderos,Huesca
11035,2290100138,Calle Monasterio de Sigena   (Huesca),Calle Monasterio de Sigena,Huesca
11001,2290100102,Calle Gibraltar   (Huesca),Calle Gibraltar,Huesca
10278,4401800001,Calle Alto Paso   (Almohaja),Calle Alto Paso,Almohaja
10282,4401900000,-    (Alobras),-,Alobras
10287,4401900005,Calle Iglesia   (Alobras),Calle Iglesia,Alobras
10292,2232100054,Calle Bajera   (Torla),Calle Bajera,Torla
10537,4400600160,Plaza Generalísimo Franco   (Alacón),Plaza Generalísimo Franco,Alacón
10768,4401300087,Calle Pruneda   (Alcañiz),Calle Pruneda,Alcañiz
10770,4401300089,Calle Pueyos   (Alcañiz),Calle Pueyos,Alcañiz
10773,4401300093,Calle Dieciseis   (Alcañiz),Calle Dieciseis,Alcañiz
10774,4401300094,Calle Salinas   (Alcañiz),Calle Salinas,Alcañiz
10775,4401300095,Calle Callizo Salvador   (Alcañiz),Calle Callizo Salvador,Alcañiz
10260,4400322100,Carretera TE-V-1002   (Aguatón),Carretera TE-V-1002,Aguatón
10262,4400400002,Calle Arrabal   (Aguaviva),Calle Arrabal,Aguaviva
10513,4400500038,Prolongación Cl Alta   (Aguilar del Alfambra),Prolongación Cl Alta,Aguilar del Alfambra
10521,4400600020,Calle Cabezo de Grillos   (Alacón),Calle Cabezo de Grillos,Alacón
10529,4400600080,Calle Constitución   (Alacón),Calle Constitución,Alacón
10532,4400600110,Calle Diputación   (Alacón),Calle Diputación,Alacón
10533,4400600120,Diseminados    (Alacón),Diseminados,Alacón
10778,4401300098,Calle San José   (Alcañiz),Calle San José,Alcañiz
10786,4401300106,Urbanización Santa María   (Alcañiz),Urbanización Santa María,Alcañiz
10787,4401300107,Calle Santa Pau   (Alcañiz),Calle Santa Pau,Alcañiz
10790,4401300111,Subida Encomienda   (Alcañiz),Subida Encomienda,Alcañiz
10791,4401300112,Subida San Vicente Ferrer   (Alcañiz),Subida San Vicente Ferrer,Alcañiz
10794,4401300116,Calle Los Toros   (Alcañiz),Calle Los Toros,Alcañiz
11005,2290100106,Calle Gracián Baltasar   (Huesca),Calle Gracián Baltasar,Huesca
11009,2290100111,Ronda del Isuela   (Huesca),Ronda del Isuela,Huesca
13831,4404100011,Plaza Mayor   (Bezas),Plaza Mayor,Bezas
13833,4404100013,Calle San José   (Bezas),Calle San José,Bezas
13842,4405100304,Calle Cerrado de la Baronesa   (Calanda),Calle Cerrado de la Baronesa,Calanda
14074,4407700021,Calle Corta   (La Cerollera),Calle Corta,La Cerollera
14040,4405400020,Diseminados    (Camarena de La Sierra),Diseminados,Camarena de La Sierra
14044,4405400024,Calle Eras Prado   (Camarena de La Sierra),Calle Eras Prado,Camarena de La Sierra
14047,4405400029,Calle San Mateo   (Camarena de La Sierra),Calle San Mateo,Camarena de La Sierra
13307,4403700000,-    (Beceite),-,Beceite
13313,4403700009,Calle Arrabal del Puente   (Beceite),Calle Arrabal del Puente,Beceite
14049,4405420398,Carretera TE-V-6013   (Camarena de La Sierra),Carretera TE-V-6013,Camarena de La Sierra
14064,4407700010,Plaza    (La Cerollera),Plaza,La Cerollera
14065,4407700012,Extramuros    (La Cerollera),Extramuros,La Cerollera
14075,4407700022,Calle Planet   (La Cerollera),Calle Planet,La Cerollera
13372,4405100046,Calle Esperanza   (Calanda),Calle Esperanza,Calanda
13322,4403700018,Calle Doctor Fleming   (Beceite),Calle Doctor Fleming,Beceite
13324,4403700020,Calle Noguera   (Beceite),Calle Noguera,Beceite
13326,4403700022,Avenida Parrizal   (Beceite),Avenida Parrizal,Beceite
13328,4403700024,Calle Goya   (Beceite),Calle Goya,Beceite
13586,4403900028,Plaza Mayor   (Bello),Plaza Mayor,Bello
13588,4403900030,Calle Real   (Bello),Calle Real,Bello
13590,4403900032,Calle San Miguel   (Bello),Calle San Miguel,Bello
13593,4403900036,Calle Velázquez   (Bello),Calle Velázquez,Bello
13594,4403900037,Calle Virgen de la Cabeza   (Bello),Calle Virgen de la Cabeza,Bello
13598,4403900043,Calle General Franco   (Bello),Calle General Franco,Bello
13599,4403900044,Calle San Fabian   (Bello),Calle San Fabian,Bello
13600,4403900045,Calle San Isidro Labrador   (Bello),Calle San Isidro Labrador,Bello
13835,4404100018,Diseminados    (Bezas),Diseminados,Bezas
13836,4404100628,-    (),,
13335,4403700033,Polígono Industrial Noguera   (Beceite),Polígono Industrial Noguera,Beceite
13374,4405100048,Calle Fueros de Aragón   (Calanda),Calle Fueros de Aragón,Calanda
13336,4403700034,Diseminados    (Beceite),Diseminados,Beceite
13361,4405100034,Calle Lepanto   (Calanda),Calle Lepanto,Calanda
13623,4405100166,Calle Cid Campeador   (Calanda),Calle Cid Campeador,Calanda
13630,4405100174,Calle El Trabajo   (Calanda),Calle El Trabajo,Calanda
13634,4405100178,Calle Tiro Al Bolo   (Calanda),Calle Tiro Al Bolo,Calanda
13639,4405100183,Calle La Gaviota   (Calanda),Calle La Gaviota,Calanda
13605,4405100123,Avenida Aragón   (Calanda),Avenida Aragón,Calanda
13610,4405100153,Calle Buenavista Cabezo   (Calanda),Calle Buenavista Cabezo,Calanda
13376,4405100051,Calle Foz Calanda   (Calanda),Calle Foz Calanda,Calanda
13378,4405100056,Calle Manuel Solano   (Calanda),Calle Manuel Solano,Calanda
13381,4405100060,Calle Const Peralta   (Calanda),Calle Const Peralta,Calanda
13384,4405100063,Calle Gaspar Sanz   (Calanda),Calle Gaspar Sanz,Calanda
13611,4405100154,Calle Depósito de San Blas   (Calanda),Calle Depósito de San Blas,Calanda
13900,4407600094,Calle Transformador   (Cella),Calle Transformador,Cella
13866,4405300002,Calle Baja   (Camañas),Calle Baja,Camañas
13869,4405300005,Calle Huertos   (Camañas),Calle Huertos,Camañas
13873,4405300009,Calle Pilar   (Camañas),Calle Pilar,Camañas
13875,4405300011,Calle Plaza   (Camañas),Calle Plaza,Camañas
13878,4405300016,Calle Fragua   (Camañas),Calle Fragua,Camañas
13884,4405300022,Calle Obispo Molina   (Camañas),Calle Obispo Molina,Camañas
13887,4407600078,Calle Feriado   (Cella),Calle Feriado,Cella
13901,4407600095,Carretera Estación   (Cella),Carretera Estación,Cella
14069,4407700016,Calle Bajada de la Plaza   (La Cerollera),Calle Bajada de la Plaza,La Cerollera
14109,4411400024,Calle Iglesia   (Frías de Albarracín),Calle Iglesia,Frías de Albarracín
14110,4411400025,Diseminados    (Frías de Albarracín),Diseminados,Frías de Albarracín
13366,4405100039,Calle Virgen del Pilar   (Calanda),Calle Virgen del Pilar,Calanda
13389,4405100069,Calle Francisco Goya   (Calanda),Calle Francisco Goya,Calanda
13392,4405100072,Calle Cervantes M   (Calanda),Calle Cervantes M,Calanda
10687,2290100043,Calle Valentín Carderera   (Huesca),Calle Valentín Carderera,Huesca
10688,2290100044,Calle Casado Alisal   (Huesca),Calle Casado Alisal,Huesca
10691,4400700001,Plaza Balsa   (Alba),Plaza Balsa,Alba
10921,4400800048,Calle Alfonso Zapater   (Albalate del Arzobispo),Calle Alfonso Zapater,Albalate del Arzobispo
11131,2234400033,Calle Pico Aspe   (Villanúa),Calle Pico Aspe,Villanúa
11135,2234400037,Camino de la Fuente   (Villanúa),Camino de la Fuente,Villanúa
10431,4401400002,Calle Las Arribas   (Alcorisa),Calle Las Arribas,Alcorisa
10437,4401400008,Calle Alta del Castillo   (Alcorisa),Calle Alta del Castillo,Alcorisa
10443,2232500005,Calle Cárcel   (Torrente de Cinca),Calle Cárcel,Torrente de Cinca
10673,2290100029,Calle Badajoz   (Huesca),Calle Badajoz,Huesca
10408,4401300350,Calle Lorenzo Pardo   (Alcañiz),Calle Lorenzo Pardo,Alcañiz
10416,4401300360,Calle Virgen de los Arcos   (Alcañiz),Calle Virgen de los Arcos,Alcañiz
10422,4401300369,Calle Dámaso Alonso   (Alcañiz),Calle Dámaso Alonso,Alcañiz
10424,4401300377,Conjunto Ciudad Motor de Aragon   (Alcañiz),Conjunto Ciudad Motor de Aragon,Alcañiz
10661,2290100016,Carretera Apies   (Huesca),Carretera Apies,Huesca
10663,2290100018,Calle Ricardo del Arco   (Huesca),Calle Ricardo del Arco,Huesca
12213,4409500014,Plaza Ayuntamiento   (Cuevas de Almudén),Plaza Ayuntamiento,Cuevas de Almudén
12214,4409500015,Diseminados    (Cuevas de Almudén),Diseminados,Cuevas de Almudén
10682,2290100038,Calle Cabestany   (Huesca),Calle Cabestany,Huesca
10940,4400900035,Calle Ctra Albarracin-teruel   (Albarracín),Calle Ctra Albarracin-teruel,Albarracín
10942,4400900043,Diseminados Membrillo   (Albarracín),Diseminados Membrillo,Albarracín
10945,4401322151,Carretera N-232A   (Alcañiz),Carretera N-232A,Alcañiz
11134,2234400036,Urbanización Selva de Villanua   (Villanúa),Urbanización Selva de Villanua,Villanúa
11137,2234400040,Calle Urbanización Espata R1   (Villanúa),Calle Urbanización Espata R1,Villanúa
11152,2234400055,Calle Grutas   (Villanúa),Calle Grutas,Villanúa
11153,2234400056,Plaza Baja   (Villanúa),Plaza Baja,Villanúa
11913,4404700016,Calle Rambla Puerto   (Burbáguena),Calle Rambla Puerto,Burbáguena
11919,4404721338,Carretera N-234   (Burbáguena),Carretera N-234,Burbáguena
11216,2290100185,Pasaje Río Guatizalema   (Huesca),Pasaje Río Guatizalema,Huesca
12215,4409500016,Calle Tras de las Casas   (Cuevas de Almudén),Calle Tras de las Casas,Cuevas de Almudén
12216,4409500017,Calle Carretera   (Cuevas de Almudén),Calle Carretera,Cuevas de Almudén
12221,4409800002,Calle Empedrada   (Cuevas Labradas),Calle Empedrada,Cuevas Labradas
12188,4406600005,Calle Mayor   (Castel de Cabra),Calle Mayor,Castel de Cabra
12190,4406600007,Calle El Plano   (Castel de Cabra),Calle El Plano,Castel de Cabra
12195,4406600013,Camino Carradobas   (Castel de Cabra),Camino Carradobas,Castel de Cabra
12197,4406600015,Partida Los Cabezos   (Castel de Cabra),Partida Los Cabezos,Castel de Cabra
12200,4406600021,Calle Nueva   (Castel de Cabra),Calle Nueva,Castel de Cabra
12208,4406700003,Calle Barranco   (Castelnou),Calle Barranco,Castelnou
11418,2290100247,Colonia Yequeda   (Huesca),Colonia Yequeda,Huesca
11675,4402500026,Calle Jaime I el Conquistador   (Andorra),Calle Jaime I el Conquistador,Andorra
11681,4402500032,Calle Mosén Francisco   (Andorra),Calle Mosén Francisco,Andorra
11685,4402500036,Calle Padre Alcalá   (Andorra),Calle Padre Alcalá,Andorra
11686,4402500037,Calle Parra   (Andorra),Calle Parra,Andorra
11687,4402500038,Calle Paretones   (Andorra),Calle Paretones,Andorra
11691,4402500042,Calle Correos   (Andorra),Calle Correos,Andorra
11692,4402500043,Plaza Cruz   (Andorra),Plaza Cruz,Andorra
11217,2290100186,Pasaje Río Isabena   (Huesca),Pasaje Río Isabena,Huesca
11423,2290100252,Calle Zuda   (Huesca),Calle Zuda,Huesca
11430,2290100259,Diseminados Afueras   (Tabernas de Isuela),Diseminados Afueras,Tabernas de Isuela
11433,2290100262,Plaza Baja   (Tabernas de Isuela),Plaza Baja,Tabernas de Isuela
11669,4402500020,Calle Fuentecilla   (Andorra),Calle Fuentecilla,Andorra
11673,4402500024,Calle Grupo Escolar   (Andorra),Calle Grupo Escolar,Andorra
17154,4412100027,Calle San Roque   (Gargallo),Calle San Roque,Gargallo
11695,4402500047,Calle Rosal   (Andorra),Calle Rosal,Andorra
11698,4402500050,Calle San Julián   (Andorra),Calle San Julián,Andorra
11699,4404500046,Calle Doctor Palmeiro   (Bronchales),Calle Doctor Palmeiro,Bronchales
11438,4400920623,Carretera TE-V-9001   (Albarracín),Carretera TE-V-9001,Albarracín
11439,4400920755,Carretera TE-V-9021   (Albarracín),Carretera TE-V-9021,Albarracín
11452,2230600036,Plaza Sositana   (Sos),Plaza Sositana,Sos
11455,2230600039,Calle Els Falls   (Sos),Calle Els Falls,Sos
11703,4404500050,Avenida del Pinar   (Bronchales),Avenida del Pinar,Bronchales
11708,4404500055,Calle Cid Campeador   (Bronchales),Calle Cid Campeador,Bronchales
11711,4404500059,Calle Numero 1   (Bronchales),Calle Numero 1,Bronchales
11714,4404500062,Calle Casto Rubio   (Bronchales),Calle Casto Rubio,Bronchales
11680,4402500031,Calle Candela   (Andorra),Calle Candela,Andorra
11688,4402500039,Calle Pilar   (Andorra),Calle Pilar,Andorra
11694,4402500046,Calle Progreso   (Andorra),Calle Progreso,Andorra
11701,4404500048,Calle Nicolás D Peñas   (Bronchales),Calle Nicolás D Peñas,Bronchales
11959,4406300011,Calle Santa Ana   (Cañizar del Olivar),Calle Santa Ana,Cañizar del Olivar
11963,4406300015,Calle Carretera   (Cañizar del Olivar),Calle Carretera,Cañizar del Olivar
11968,4406300034,Travesía Santa Ana   (Cañizar del Olivar),Travesía Santa Ana,Cañizar del Olivar
11973,4406400001,Calle Alta   (Cascante del Río),Calle Alta,Cascante del Río
11974,4406400002,Calle Reyes Magos   (Cascante del Río),Calle Reyes Magos,Cascante del Río
11940,4404800027,Calle Loreto   (Cabra de Mora),Calle Loreto,Cabra de Mora
11947,4404900059,Carretera Cretas   (Calaceite),Carretera Cretas,Calaceite
11202,2290100170,Calle Miguel Servet   (Huesca),Calle Miguel Servet,Huesca
11203,2290100172,Calle Quinto Sertorio   (Huesca),Calle Quinto Sertorio,Huesca
11207,2290100176,Calle Rector Sichar   (Huesca),Calle Rector Sichar,Huesca
11208,2290100177,Calle Ricafort   (Huesca),Calle Ricafort,Huesca
11209,2290100178,Pasaje Río Alcanadre   (Huesca),Pasaje Río Alcanadre,Huesca
11210,2290100179,Pasaje Río Ara   (Huesca),Pasaje Río Ara,Huesca
11212,2290100181,Pasaje Río Esera   (Huesca),Pasaje Río Esera,Huesca
11213,2290100182,Pasaje Río Flumen   (Huesca),Pasaje Río Flumen,Huesca
11214,2290100183,Pasaje Río Gállego   (Huesca),Pasaje Río Gállego,Huesca
11220,2290100189,Calle Romero   (Huesca),Calle Romero,Huesca
11222,2290100192,Calle Rosa   (Huesca),Calle Rosa,Huesca
11192,2290100158,Ronda Nuestra Señora de Salas   (Huesca),Ronda Nuestra Señora de Salas,Huesca
11223,2290100193,Calle Sabiñánigo   (Huesca),Calle Sabiñánigo,Huesca
11743,4406000025,Calle Prolongación Cantón   (Cañada de Benatanduz),Calle Prolongación Cantón,Cañada de Benatanduz
11746,4406022499,Carretera A-226   (Cañada de Benatanduz),Carretera A-226,Cañada de Benatanduz
11748,4406100002,Calle Fuente   (La Cañada de Verich),Calle Fuente,La Cañada de Verich
11749,4406100003,Calle Carretera   (La Cañada de Verich),Calle Carretera,La Cañada de Verich
11752,4406100006,Calle Castillo   (La Cañada de Verich),Calle Castillo,La Cañada de Verich
11753,4406100007,Calle Jardín   (La Cañada de Verich),Calle Jardín,La Cañada de Verich
11718,4404500066,Urbanización Nevera   (Bronchales),Urbanización Nevera,Bronchales
11721,4404500070,Urbanización Nevera   (Bronchales),Urbanización Nevera,Bronchales
11206,2290100175,Paseo Ramón y Cajal   (Huesca),Paseo Ramón y Cajal,Huesca
11221,2290100190,Ronda Estación   (Huesca),Ronda Estación,Huesca
11165,2234400069,Calle Las Piscinas   (Villanúa),Calle Las Piscinas,Villanúa
11745,4406022498,Carretera A-1702   (Cañada de Benatanduz),Carretera A-1702,Cañada de Benatanduz
11978,4406400006,Calle Granero   (Cascante del Río),Calle Granero,Cascante del Río
11226,2290100196,Calle Sancho Abarca   (Huesca),Calle Sancho Abarca,Huesca
11232,2290100202,Plaza San Félix   (Huesca),Plaza San Félix,Huesca
11237,2290100207,Calle San Justo y Pastor   (Huesca),Calle San Justo y Pastor,Huesca
11240,2290100210,Calle San Orencio   (Huesca),Calle San Orencio,Huesca
11454,2230600038,Calle Virgen del Puy   (Sos),Calle Virgen del Puy,Sos
11979,4406400007,Calle Mayor   (Cascante del Río),Calle Mayor,Cascante del Río
11981,4406400009,Calle Peñuelas   (Cascante del Río),Calle Peñuelas,Cascante del Río
11982,4406400010,Calle Vera Rodrigo   (Cascante del Río),Calle Vera Rodrigo,Cascante del Río
11983,4406400011,Plaza    (Cascante del Río),Plaza,Cascante del Río
11987,4406400015,Calle Carretera   (Cascante del Río),Calle Carretera,Cascante del Río
11733,4404600006,Calle Tejerias   (Bueña),Calle Tejerias,Bueña
11736,4404600014,Calle Mayor   (Bueña),Calle Mayor,Bueña
11985,4406400013,Diseminados    (Cascante del Río),Diseminados,Cascante del Río
11464,2230621994,Carretera S/N   (Sesué),Carretera S/N,Sesué
11474,2230900012,Calle San Pedro   (Siétamo),Calle San Pedro,Siétamo
11476,2230900017,Calle Coso   (Arbaniés),Calle Coso,Arbaniés
11969,4406300035,Calle Numero 2   (Cañizar del Olivar),Calle Numero 2,Cañizar del Olivar
11990,4406422506,Carretera S/N   (Cascante del Río),Carretera S/N,Cascante del Río
12002,4409200018,Camino  1   (Cucalón),Camino  1,Cucalón
12004,4409200020,Camino  2   (Cucalón),Camino  2,Cucalón
12009,4409400000,-    (El Cuervo),-,El Cuervo
11227,2290100197,Calle Sancho Ramírez   (Huesca),Calle Sancho Ramírez,Huesca
11231,2290100201,Calle San Ciprián   (Huesca),Calle San Ciprián,Huesca
11233,2290100203,Calle San Jorge   (Huesca),Calle San Jorge,Huesca
11235,2290100205,Calle San Juan Bosco   (Huesca),Calle San Juan Bosco,Huesca
11238,2290100208,Calle San Lorenzo   (Huesca),Calle San Lorenzo,Huesca
11174,2234400142,Calle Pasaje Espeñetas   (Villanúa),Calle Pasaje Espeñetas,Villanúa
11243,4400900059,Travesía Valdevecar 3   (Albarracín),Travesía Valdevecar 3,Albarracín
11244,4400900060,Calle Valdevecar   (Albarracín),Calle Valdevecar,Albarracín
11506,2230900057,Plaza Constitución   (Arbaniés),Plaza Constitución,Arbaniés
11507,2230900058,Calle Sastre   (Arbaniés),Calle Sastre,Arbaniés
11508,2230900059,Carretera Castejón   (Arbaniés),Carretera Castejón,Arbaniés
11509,2230900060,Plaza Iglesia   (Arbaniés),Plaza Iglesia,Arbaniés
11513,4402122389,Carretera TE-V-3   (Allepuz),Carretera TE-V-3,Allepuz
11514,4402200001,Calle Ángeles   (Alloza),Calle Ángeles,Alloza
11515,4402200002,Calle Arenal Alto   (Alloza),Calle Arenal Alto,Alloza
